,Unnamed: 0,Id,Dormitorios,n_plantas,Trastero,Reformado,Aparcamiento,area,Precio
4852,4852,vivienda_4853,3,2.0,Sí,No,Sí,137,285000
4853,4853,vivienda_4854,4,,No,No,Sí,185,310000
4854,4854,vivienda_4855,2,1.0,Sí,Sí,Sí,98,187000
4855,4855,vivienda_4856,2,,Sí,Sí,Sí,93,337000
4856,4856,vivienda_4857,2,3.0,Sí,No,No,224,320000
4857,4857,vivienda_4858,3,,Sí,Sí,Sí,66,217000
4858,4858,vivienda_4859,4,3.0,Sí,No,Sí,229,423000
4859,4859,vivienda_4860,3,,Sí,No,No,66,203000
4860,4860,vivienda_4861,4,1.0,Sí,Sí,Sí,136,247000
4861,4861,vivienda_4862,4,3.0,No,No,No,251,405000
4862,4862,vivienda_4863,4,1.0,No,Sí,No,74,259000
4863,4863,vivienda_4864,2,3.0,Sí,Sí,No,221,324000
4864,4864,vivienda_4865,1,2.0,Sí,No,No,135,185000
4865,4865,vivienda_4866,4,1.0,No,Sí,No,146,232000
4866,4866,vivienda_4867,4,2.0,No,No,Sí,136,340000
4867,4867,vivienda_4868,1,1.0,Sí,Sí,Sí,64,127000
4868,4868,vivienda_4869,2,3.0,Sí,Sí,Sí,232,307000
4869,4869,vivienda_4870,3,2.0,Sí,Sí,Sí,134,292000
4870,4870,vivienda_4871,4,1.0,No,No,No,141,225000
4871,4871,vivienda_4872,3,2.0,Sí,No,No,129,278000
4872,4872,vivienda_4873,3,,No,No,No,61,195000
4873,4873,vivienda_4874,4,1.0,No,No,Sí,72,265000
4874,4874,vivienda_4875,4,3.0,No,Sí,Sí,222,392000
4875,4875,vivienda_4876,4,1.0,No,No,No,74,255000
4876,4876,vivienda_4877,4,2.0,Sí,No,No,128,338000
4877,4877,vivienda_4878,2,3.0,Sí,Sí,Sí,236,307000
4878,4878,vivienda_4879,2,1.0,Sí,Sí,No,100,177000
4879,4879,vivienda_4880,1,3.0,Sí,No,Sí,233,270000
4880,4880,vivienda_4881,2,3.0,No,Sí,Sí,226,302000
4881,4881,vivienda_4882,3,3.0,Sí,Sí,Sí,219,367000
4882,4882,vivienda_4883,4,2.0,Sí,No,Sí,173,315000
4883,4883,vivienda_4884,3,1.0,No,No,Sí,64,208000
4884,4884,vivienda_4885,2,2.0,No,Sí,No,126,214000
4885,4885,vivienda_4886,4,2.0,Sí,Sí,Sí,190,322000
4886,4886,vivienda_4887,2,1.0,No,No,No,98,165000
4887,4887,vivienda_4888,4,3.0,No,Sí,Sí,231,422000
4888,4888,vivienda_4889,4,2.0,No,Sí,No,137,334000
4889,4889,vivienda_4890,2,2.0,No,No,Sí,138,250000
4890,4890,vivienda_4891,2,1.0,No,Sí,No,84,139000
4891,4891,vivienda_4892,1,2.0,Sí,No,No,128,185000
4892,4892,vivienda_4893,4,3.0,Sí,No,Sí,243,423000
4893,4893,vivienda_4894,1,3.0,No,Sí,No,226,259000
4894,4894,vivienda_4895,4,1.0,No,No,No,73,258000
4895,4895,vivienda_4896,3,1.0,Sí,Sí,Sí,63,217000
4896,4896,vivienda_4897,2,2.0,No,No,No,121,213000
4897,4897,vivienda_4898,3,2.0,No,Sí,Sí,129,287000
4898,4898,vivienda_4899,4,3.0,Sí,Sí,No,229,384000
4899,4899,vivienda_4900,2,2.0,No,No,No,121,213000
4900,4900,vivienda_4901,4,1.0,Sí,Sí,Sí,134,244000
4901,4901,vivienda_4902,4,2.0,Sí,Sí,Sí,126,349000
4902,4902,vivienda_4903,4,1.0,Sí,No,No,77,263000
4903,4903,vivienda_4904,2,2.0,Sí,No,Sí,140,258000
4904,4904,vivienda_4905,2,2.0,Sí,Sí,Sí,142,262000
4905,4905,vivienda_4906,2,3.0,Sí,Sí,Sí,234,334000
4906,4906,vivienda_4907,2,3.0,No,Sí,Sí,230,329000
4907,4907,vivienda_4908,2,3.0,Sí,No,No,232,290000
4908,4908,vivienda_4909,4,3.0,No,Sí,No,237,379000
4909,4909,vivienda_4910,4,3.0,No,No,Sí,225,385000
4910,4910,vivienda_4911,1,3.0,Sí,No,Sí,237,270000
4911,4911,vivienda_4912,4,,Sí,Sí,Sí,128,247000
4912,4912,vivienda_4913,4,2.0,No,Sí,No,184,304000
4913,4913,vivienda_4914,3,1.0,No,Sí,Sí,68,209000
4914,4914,vivienda_4915,4,1.0,No,Sí,Sí,128,242000
4915,4915,vivienda_4916,1,2.0,No,Sí,No,125,187000
4916,4916,vivienda_4917,2,1.0,No,No,No,106,165000
4917,4917,vivienda_4918,4,3.0,No,Sí,Sí,237,419000
4918,4918,vivienda_4919,1,2.0,Sí,Sí,Sí,121,202000
4919,4919,vivienda_4920,3,1.0,Sí,Sí,Sí,60,214000
4920,4920,vivienda_4921,4,2.0,Sí,No,Sí,176,318000
4921,4921,vivienda_4922,2,3.0,No,No,No,229,285000
4922,4922,vivienda_4923,4,3.0,No,Sí,Sí,219,389000
4923,4923,vivienda_4924,3,2.0,Sí,Sí,Sí,130,289000
4924,4924,vivienda_4925,2,3.0,Sí,No,Sí,223,330000
4925,4925,vivienda_4926,4,2.0,Sí,Sí,Sí,188,322000
4926,4926,vivienda_4927,4,3.0,No,No,Sí,228,385000
4927,4927,vivienda_4928,4,3.0,No,Sí,Sí,240,389000
4928,4928,vivienda_4929,4,1.0,No,Sí,No,68,262000
4929,4929,vivienda_4930,3,2.0,No,No,Sí,125,283000
4930,4930,vivienda_4931,4,2.0,Sí,No,No,173,308000
4931,4931,vivienda_4932,1,2.0,Sí,Sí,No,120,192000
4932,4932,vivienda_4933,4,1.0,No,No,Sí,73,265000
4933,4933,vivienda_4934,1,1.0,No,Sí,No,59,109000
4934,4934,vivienda_4935,2,1.0,No,Sí,No,107,172000
4935,4935,vivienda_4936,2,2.0,Sí,No,No,149,245000
4936,4936,vivienda_4937,3,3.0,No,Sí,Sí,218,359000
4937,4937,vivienda_4938,4,2.0,Sí,Sí,Sí,191,319000
4938,4938,vivienda_4939,3,1.0,Sí,No,No,65,203000
4939,4939,vivienda_4940,3,1.0,Sí,Sí,No,67,204000
4940,4940,vivienda_4941,2,,Sí,No,Sí,66,228000
4941,4941,vivienda_4942,1,2.0,Sí,No,Sí,128,198000
4942,4942,vivienda_4943,4,2.0,No,Sí,No,176,304000
4943,4943,vivienda_4944,1,1.0,Sí,Sí,Sí,62,124000
4944,4944,vivienda_4945,3,3.0,Sí,Sí,Sí,200,367000
4945,4945,vivienda_4946,4,1.0,Sí,No,Sí,142,240000
4946,4946,vivienda_4947,2,1.0,Sí,No,Sí,83,150000
4947,4947,vivienda_4948,4,1.0,No,No,No,77,255000
4948,4948,vivienda_4949,4,3.0,No,Sí,No,229,382000
4949,4949,vivienda_4950,4,,No,No,No,74,255000
4950,4950,vivienda_4951,4,1.0,Sí,No,Sí,133,240000
4951,4951,vivienda_4952,2,3.0,Sí,No,Sí,236,303000
4952,4952,vivienda_4953,4,2.0,No,No,No,127,330000
4953,4953,vivienda_4954,2,2.0,Sí,Sí,Sí,148,259000
4954,4954,vivienda_4955,4,,No,Sí,No,85,334000
4955,4955,vivienda_4956,2,3.0,No,Sí,Sí,225,302000
4956,4956,vivienda_4957,2,2.0,No,No,No,140,243000
4957,4957,vivienda_4958,2,3.0,No,No,Sí,224,295000
4958,4958,vivienda_4959,1,3.0,Sí,Sí,No,228,264000
4959,4959,vivienda_4960,3,1.0,No,No,Sí,66,205000
4960,4960,vivienda_4961,4,,No,Sí,Sí,128,242000
4961,4961,vivienda_4962,3,1.0,No,Sí,Sí,61,209000
4962,4962,vivienda_4963,1,1.0,No,Sí,Sí,60,122000
4963,4963,vivienda_4964,4,3.0,No,No,No,244,405000
4964,4964,vivienda_4965,1,1.0,No,Sí,No,63,109000
4965,4965,vivienda_4966,2,1.0,Sí,Sí,Sí,99,184000
4966,4966,vivienda_4967,2,1.0,No,Sí,Sí,81,149000
4967,4967,vivienda_4968,2,2.0,Sí,No,No,137,248000
4968,4968,vivienda_4969,4,2.0,No,No,No,130,330000
4969,4969,vivienda_4970,4,1.0,Sí,No,Sí,72,270000
4970,4970,vivienda_4971,3,2.0,Sí,Sí,Sí,132,292000
4971,4971,vivienda_4972,3,1.0,No,Sí,No,63,202000
4972,4972,vivienda_4973,4,1.0,No,No,No,136,225000
4973,4973,vivienda_4974,4,2.0,Sí,Sí,No,124,342000
4974,4974,vivienda_4975,4,2.0,Sí,Sí,No,194,312000
4975,4975,vivienda_4976,1,2.0,Sí,Sí,No,125,189000
4976,4976,vivienda_4977,1,1.0,No,Sí,No,66,109000
4977,4977,vivienda_4978,3,2.0,No,Sí,Sí,127,287000
4978,4978,vivienda_4979,2,2.0,No,Sí,Sí,124,224000
4979,4979,vivienda_4980,4,,No,No,Sí,233,418000
4980,4980,vivienda_4981,1,2.0,Sí,No,Sí,123,198000
4981,4981,vivienda_4982,2,1.0,No,No,No,81,138000
4982,4982,vivienda_4983,4,1.0,No,Sí,Sí,73,269000
4983,4983,vivienda_4984,4,1.0,No,Sí,Sí,69,269000
4984,4984,vivienda_4985,2,2.0,Sí,Sí,Sí,153,262000
4985,4985,vivienda_4986,4,2.0,No,No,No,177,300000
4986,4986,vivienda_4987,1,3.0,No,Sí,Sí,233,269000
4987,4987,vivienda_4988,2,2.0,No,Sí,No,148,247000
4988,4988,vivienda_4989,4,3.0,Sí,No,Sí,255,420000
4989,4989,vivienda_4990,4,2.0,Sí,No,Sí,173,315000
4990,4990,vivienda_4991,2,3.0,No,Sí,No,235,289000
4991,4991,vivienda_4992,2,2.0,No,No,Sí,148,250000
4992,4992,vivienda_4993,4,2.0,No,Sí,Sí,173,314000
4993,4993,vivienda_4994,3,1.0,No,Sí,No,66,202000
4994,4994,vivienda_4995,2,2.0,Sí,Sí,No,133,219000
4995,4995,vivienda_4996,4,2.0,No,Sí,Sí,138,344000
4996,4996,vivienda_4997,2,2.0,No,Sí,Sí,148,254000
4997,4997,vivienda_4998,2,3.0,Sí,Sí,No,236,294000
4998,4998,vivienda_4999,3,2.0,No,Sí,No,123,277000
4999,4999,vivienda_5000,4,2.0,Sí,Sí,Sí,190,319000
5000,5000,vivienda_5001,4,2.0,No,No,No,122,333000
5001,5001,vivienda_5002,3,1.0,No,Sí,No,59,199000
5002,5002,vivienda_5003,2,1.0,Sí,Sí,Sí,81,154000
5003,5003,vivienda_5004,3,3.0,No,No,Sí,224,355000
5004,5004,vivienda_5005,2,2.0,Sí,Sí,No,122,219000
5005,5005,vivienda_5006,2,1.0,No,No,No,100,168000
5006,5006,vivienda_5007,1,3.0,Sí,Sí,Sí,230,277000
5007,5007,vivienda_5008,2,1.0,Sí,Sí,Sí,101,184000
5008,5008,vivienda_5009,2,2.0,Sí,No,Sí,156,255000
5009,5009,vivienda_5010,4,3.0,No,Sí,Sí,224,389000
5010,5010,vivienda_5011,1,3.0,Sí,No,Sí,225,270000
5011,5011,vivienda_5012,2,1.0,Sí,Sí,No,98,174000
5012,5012,vivienda_5013,1,1.0,No,Sí,No,61,109000
5013,5013,vivienda_5014,3,1.0,No,Sí,No,65,202000
5014,5014,vivienda_5015,4,2.0,No,Sí,Sí,184,317000
5015,5015,vivienda_5016,2,3.0,Sí,Sí,Sí,225,304000
5016,5016,vivienda_5017,2,3.0,Sí,No,No,232,293000
5017,5017,vivienda_5018,4,2.0,Sí,Sí,Sí,180,322000
5018,5018,vivienda_5019,2,1.0,Sí,No,Sí,93,183000
5019,5019,vivienda_5020,1,3.0,Sí,Sí,No,229,267000
5020,5020,vivienda_5021,1,,No,No,No,70,258000
5021,5021,vivienda_5022,2,1.0,No,No,Sí,85,148000
5022,5022,vivienda_5023,4,3.0,Sí,Sí,No,255,414000
5023,5023,vivienda_5024,4,2.0,Sí,Sí,No,185,312000
5024,5024,vivienda_5025,4,2.0,Sí,Sí,No,181,309000
5025,5025,vivienda_5026,2,1.0,Sí,Sí,Sí,95,187000
5026,5026,vivienda_5027,2,2.0,Sí,Sí,Sí,152,259000
5027,5027,vivienda_5028,2,3.0,No,Sí,Sí,231,332000
5028,5028,vivienda_5029,3,3.0,No,Sí,No,204,352000
5029,5029,vivienda_5030,2,2.0,No,Sí,Sí,126,224000
5030,5030,vivienda_5031,2,2.0,No,No,Sí,152,250000
5031,5031,vivienda_5032,4,3.0,No,Sí,No,251,409000
5032,5032,vivienda_5033,3,,No,Sí,Sí,225,362000
5033,5033,vivienda_5034,2,3.0,No,No,Sí,238,298000
5034,5034,vivienda_5035,3,1.0,Sí,No,No,63,203000
5035,5035,vivienda_5036,2,3.0,No,Sí,Sí,232,332000
5036,5036,vivienda_5037,3,2.0,Sí,No,No,132,275000
5037,5037,vivienda_5038,2,1.0,No,No,No,97,168000
5038,5038,vivienda_5039,2,3.0,Sí,No,No,238,290000
5039,5039,vivienda_5040,2,1.0,Sí,Sí,Sí,81,154000
5040,5040,vivienda_5041,1,2.0,No,No,Sí,129,190000
5041,5041,vivienda_5042,2,2.0,Sí,Sí,Sí,148,259000
5042,5042,vivienda_5043,4,1.0,No,Sí,Sí,145,242000
5043,5043,vivienda_5044,2,1.0,No,No,Sí,97,175000
5044,5044,vivienda_5045,4,3.0,Sí,No,Sí,260,420000
5045,5045,vivienda_5046,2,,Sí,No,Sí,77,300000
5046,5046,vivienda_5047,2,1.0,No,No,Sí,94,178000
5047,5047,vivienda_5048,3,,No,No,Sí,198,355000
5048,5048,vivienda_5049,2,1.0,Sí,No,No,79,140000
5049,5049,vivienda_5050,3,1.0,No,Sí,No,59,202000
5050,5050,vivienda_5051,4,1.0,No,No,No,140,225000
5051,5051,vivienda_5052,3,3.0,Sí,Sí,Sí,206,364000
5052,5052,vivienda_5053,2,2.0,No,No,No,127,210000
5053,5053,vivienda_5054,2,2.0,Sí,Sí,Sí,126,229000
5054,5054,vivienda_5055,4,2.0,No,No,No,130,333000
5055,5055,vivienda_5056,2,,No,Sí,Sí,85,149000
5056,5056,vivienda_5057,3,2.0,No,No,No,131,270000
5057,5057,vivienda_5058,3,,No,No,Sí,87,280000
5058,5058,vivienda_5059,4,,Sí,Sí,No,219,387000
5059,5059,vivienda_5060,4,2.0,No,Sí,No,193,304000
5060,5060,vivienda_5061,2,,No,Sí,Sí,66,227000
5061,5061,vivienda_5062,4,1.0,No,No,No,141,225000
5062,5062,vivienda_5063,3,2.0,No,No,Sí,120,283000
5063,5063,vivienda_5064,1,3.0,Sí,Sí,No,232,264000
5064,5064,vivienda_5065,1,1.0,Sí,No,No,63,110000
5065,5065,vivienda_5066,1,1.0,Sí,No,Sí,67,120000
5066,5066,vivienda_5067,1,2.0,Sí,No,No,126,185000
5067,5067,vivienda_5068,4,1.0,No,Sí,Sí,139,242000
5068,5068,vivienda_5069,2,1.0,Sí,Sí,No,86,144000
5069,5069,vivienda_5070,2,2.0,Sí,No,No,133,215000
5070,5070,vivienda_5071,2,3.0,Sí,Sí,No,220,327000
5071,5071,vivienda_5072,2,3.0,No,No,Sí,225,298000
5072,5072,vivienda_5073,4,3.0,Sí,No,No,256,410000
5073,5073,vivienda_5074,4,1.0,No,No,No,75,255000
5074,5074,vivienda_5075,3,3.0,Sí,Sí,No,200,354000
5075,5075,vivienda_5076,2,3.0,Sí,Sí,Sí,221,334000
5076,5076,vivienda_5077,2,,Sí,No,No,62,218000
5077,5077,vivienda_5078,2,3.0,Sí,Sí,Sí,221,337000
5078,5078,vivienda_5079,2,3.0,Sí,Sí,No,224,294000
5079,5079,vivienda_5080,2,1.0,No,No,Sí,77,145000
5080,5080,vivienda_5081,2,3.0,No,No,No,231,315000
5081,5081,vivienda_5082,1,2.0,Sí,Sí,No,122,189000
5082,5082,vivienda_5083,4,3.0,Sí,Sí,No,246,414000
5083,5083,vivienda_5084,4,2.0,No,No,Sí,134,340000
5084,5084,vivienda_5085,1,3.0,No,No,No,233,255000
5085,5085,vivienda_5086,2,2.0,No,Sí,No,149,247000
5086,5086,vivienda_5087,4,2.0,Sí,No,Sí,125,348000
5087,5087,vivienda_5088,4,1.0,Sí,Sí,Sí,128,247000
5088,5088,vivienda_5089,3,1.0,Sí,No,Sí,61,213000
5089,5089,vivienda_5090,1,1.0,No,No,No,63,108000
5090,5090,vivienda_5091,3,2.0,No,Sí,Sí,127,287000
5091,5091,vivienda_5092,3,1.0,Sí,Sí,Sí,66,214000
5092,5092,vivienda_5093,2,2.0,No,Sí,Sí,138,224000
5093,5093,vivienda_5094,2,3.0,No,No,No,236,318000
5094,5094,vivienda_5095,1,1.0,Sí,Sí,No,66,114000
5095,5095,vivienda_5096,2,2.0,Sí,No,Sí,139,255000
5096,5096,vivienda_5097,2,2.0,No,Sí,No,135,217000
5097,5097,vivienda_5098,1,2.0,Sí,Sí,Sí,120,199000
5098,5098,vivienda_5099,3,1.0,No,No,No,66,195000
5099,5099,vivienda_5100,4,3.0,Sí,Sí,Sí,236,424000
5100,5100,vivienda_5101,2,1.0,Sí,No,Sí,79,153000
5101,5101,vivienda_5102,1,2.0,No,No,No,133,180000
5102,5102,vivienda_5103,3,2.0,No,Sí,No,121,274000
5103,5103,vivienda_5104,4,3.0,Sí,Sí,Sí,240,427000
5104,5104,vivienda_5105,2,3.0,No,Sí,Sí,228,329000
5105,5105,vivienda_5106,1,3.0,Sí,Sí,No,231,267000
5106,5106,vivienda_5107,2,2.0,Sí,Sí,Sí,122,232000
5107,5107,vivienda_5108,4,,Sí,Sí,No,172,312000
5108,5108,vivienda_5109,3,3.0,Sí,No,No,211,353000
5109,5109,vivienda_5110,4,3.0,No,No,No,218,375000
5110,5110,vivienda_5111,4,2.0,Sí,Sí,Sí,193,322000
5111,5111,vivienda_5112,4,3.0,No,No,No,230,408000
5112,5112,vivienda_5113,4,3.0,No,No,Sí,229,385000
5113,5113,vivienda_5114,4,2.0,No,No,No,134,333000
5114,5114,vivienda_5115,4,3.0,No,Sí,Sí,240,389000
5115,5115,vivienda_5116,1,2.0,No,Sí,Sí,121,194000
5116,5116,vivienda_5117,4,,No,No,No,75,258000
5117,5117,vivienda_5118,4,2.0,No,Sí,No,188,307000
5118,5118,vivienda_5119,4,2.0,Sí,No,No,137,335000
5119,5119,vivienda_5120,3,3.0,No,Sí,No,221,352000
5120,5120,vivienda_5121,2,2.0,Sí,No,Sí,152,255000
5121,5121,vivienda_5122,1,2.0,Sí,No,Sí,122,198000
5122,5122,vivienda_5123,1,3.0,Sí,No,Sí,229,270000
5123,5123,vivienda_5124,4,1.0,No,No,Sí,140,238000
5124,5124,vivienda_5125,4,1.0,Sí,No,Sí,70,270000
5125,5125,vivienda_5126,4,3.0,No,Sí,Sí,225,392000
5126,5126,vivienda_5127,2,3.0,No,No,Sí,229,325000
5127,5127,vivienda_5128,2,1.0,Sí,Sí,Sí,80,157000
5128,5128,vivienda_5129,2,3.0,Sí,No,No,228,293000
5129,5129,vivienda_5130,1,1.0,Sí,No,No,66,110000
5130,5130,vivienda_5131,1,2.0,No,Sí,Sí,122,197000
5131,5131,vivienda_5132,1,2.0,Sí,Sí,Sí,125,202000
5132,5132,vivienda_5133,4,1.0,Sí,Sí,No,71,267000
5133,5133,vivienda_5134,4,,No,No,No,249,405000
5134,5134,vivienda_5135,4,2.0,No,No,No,187,300000
5135,5135,vivienda_5136,2,2.0,Sí,Sí,No,154,249000
5136,5136,vivienda_5137,2,1.0,Sí,Sí,No,87,147000
5137,5137,vivienda_5138,4,3.0,No,No,No,225,378000
5138,5138,vivienda_5139,1,2.0,No,No,No,134,183000
5139,5139,vivienda_5140,4,1.0,Sí,No,No,128,230000
5140,5140,vivienda_5141,4,3.0,Sí,Sí,No,232,384000
5141,5141,vivienda_5142,2,3.0,No,Sí,Sí,238,329000
5142,5142,vivienda_5143,2,1.0,No,No,No,83,135000
5143,5143,vivienda_5144,4,3.0,Sí,No,Sí,252,423000
5144,5144,vivienda_5145,3,3.0,No,No,Sí,201,355000
5145,5145,vivienda_5146,2,1.0,No,Sí,Sí,99,182000
5146,5146,vivienda_5147,1,1.0,No,Sí,Sí,64,119000
5147,5147,vivienda_5148,2,1.0,Sí,Sí,No,82,147000
5148,5148,vivienda_5149,2,2.0,Sí,No,Sí,145,255000
5149,5149,vivienda_5150,2,2.0,Sí,Sí,Sí,153,262000
5150,5150,vivienda_5151,2,1.0,No,Sí,No,106,172000
5151,5151,vivienda_5152,4,3.0,No,No,Sí,245,415000
5152,5152,vivienda_5153,4,,Sí,Sí,No,173,312000
5153,5153,vivienda_5154,2,1.0,Sí,Sí,Sí,78,154000
5154,5154,vivienda_5155,2,1.0,Sí,Sí,Sí,100,187000
5155,5155,vivienda_5156,3,1.0,No,Sí,No,59,202000
5156,5156,vivienda_5157,4,2.0,Sí,Sí,No,182,312000
5157,5157,vivienda_5158,2,2.0,Sí,Sí,Sí,140,262000
5158,5158,vivienda_5159,4,3.0,No,No,Sí,238,415000
5159,5159,vivienda_5160,2,1.0,Sí,No,No,99,173000
5160,5160,vivienda_5161,4,1.0,No,No,Sí,69,268000
5161,5161,vivienda_5162,1,,Sí,No,No,70,263000
5162,5162,vivienda_5163,4,1.0,No,No,Sí,139,235000
5163,5163,vivienda_5164,1,,Sí,No,No,67,110000
5164,5164,vivienda_5165,1,3.0,No,Sí,No,222,262000
5165,5165,vivienda_5166,2,3.0,Sí,No,No,227,320000
5166,5166,vivienda_5167,4,3.0,Sí,Sí,No,215,384000
5167,5167,vivienda_5168,1,2.0,Sí,No,No,121,188000
5168,5168,vivienda_5169,4,,Sí,Sí,No,76,267000
5169,5169,vivienda_5170,2,3.0,No,Sí,No,233,292000
5170,5170,vivienda_5171,1,,No,Sí,No,110,184000
5171,5171,vivienda_5172,1,3.0,No,No,Sí,227,268000
5172,5172,vivienda_5173,2,2.0,No,No,Sí,134,223000
5173,5173,vivienda_5174,4,1.0,No,No,No,74,258000
5174,5174,vivienda_5175,4,1.0,No,No,No,77,255000
5175,5175,vivienda_5176,2,3.0,Sí,No,Sí,226,330000
5176,5176,vivienda_5177,3,1.0,No,Sí,Sí,61,212000
5177,5177,vivienda_5178,4,1.0,Sí,Sí,Sí,73,274000
5178,5178,vivienda_5179,3,1.0,No,No,Sí,64,208000
5179,5179,vivienda_5180,1,1.0,No,Sí,No,61,112000
5180,5180,vivienda_5181,4,2.0,Sí,No,Sí,171,318000
5181,5181,vivienda_5182,2,2.0,Sí,Sí,Sí,135,229000
5182,5182,vivienda_5183,1,3.0,No,Sí,No,238,262000
5183,5183,vivienda_5184,2,3.0,Sí,Sí,Sí,224,304000
5184,5184,vivienda_5185,2,3.0,Sí,Sí,No,237,327000
5185,5185,vivienda_5186,4,3.0,Sí,Sí,Sí,232,394000
5186,5186,vivienda_5187,1,2.0,Sí,No,No,138,188000
5187,5187,vivienda_5188,4,2.0,No,Sí,No,123,337000
5188,5188,vivienda_5189,4,2.0,Sí,No,No,187,305000
5189,5189,vivienda_5190,2,2.0,No,No,Sí,142,253000
5190,5190,vivienda_5191,1,1.0,No,Sí,Sí,64,119000
5191,5191,vivienda_5192,2,,No,No,No,93,165000
5192,5192,vivienda_5193,1,3.0,No,No,Sí,226,265000
5193,5193,vivienda_5194,2,3.0,No,No,Sí,238,325000
5194,5194,vivienda_5195,4,,Sí,No,No,186,308000
5195,5195,vivienda_5196,3,2.0,Sí,Sí,No,132,282000
5196,5196,vivienda_5197,1,3.0,No,Sí,No,227,262000
5197,5197,vivienda_5198,1,2.0,Sí,Sí,Sí,120,199000
5198,5198,vivienda_5199,3,3.0,Sí,Sí,Sí,209,364000
5199,5199,vivienda_5200,1,1.0,Sí,Sí,Sí,68,124000
5200,5200,vivienda_5201,2,2.0,No,No,Sí,136,223000
5201,5201,vivienda_5202,4,2.0,No,No,Sí,122,343000
5202,5202,vivienda_5203,3,1.0,Sí,Sí,Sí,65,217000
5203,5203,vivienda_5204,4,1.0,No,No,No,132,225000
5204,5204,vivienda_5205,4,2.0,No,Sí,No,179,307000
5205,5205,vivienda_5206,1,3.0,Sí,No,Sí,225,273000
5206,5206,vivienda_5207,3,,Sí,No,Sí,76,285000
5207,5207,vivienda_5208,3,,No,Sí,No,79,277000
5208,5208,vivienda_5209,2,1.0,No,No,Sí,85,145000
5209,5209,vivienda_5210,4,3.0,No,No,No,252,408000
5210,5210,vivienda_5211,4,1.0,No,No,No,70,258000
5211,5211,vivienda_5212,4,1.0,Sí,Sí,Sí,144,244000
5212,5212,vivienda_5213,4,2.0,Sí,No,No,183,305000
5213,5213,vivienda_5214,2,1.0,No,No,No,82,135000
5214,5214,vivienda_5215,1,2.0,Sí,Sí,Sí,120,202000
5215,5215,vivienda_5216,1,2.0,No,No,Sí,126,193000
5216,5216,vivienda_5217,4,1.0,No,No,No,68,258000
5217,5217,vivienda_5218,2,3.0,No,Sí,No,231,319000
5218,5218,vivienda_5219,2,3.0,Sí,Sí,No,227,327000
5219,5219,vivienda_5220,4,2.0,No,No,No,136,333000
5220,5220,vivienda_5221,2,3.0,No,Sí,Sí,221,299000
5221,5221,vivienda_5222,3,1.0,No,No,No,63,198000
5222,5222,vivienda_5223,1,2.0,Sí,Sí,Sí,133,202000
5223,5223,vivienda_5224,2,3.0,Sí,Sí,No,221,297000
5224,5224,vivienda_5225,3,,No,No,Sí,78,283000
5225,5225,vivienda_5226,2,1.0,Sí,No,Sí,104,180000
5226,5226,vivienda_5227,4,2.0,Sí,Sí,No,195,309000
5227,5227,vivienda_5228,4,2.0,No,No,Sí,182,313000
5228,5228,vivienda_5229,2,2.0,Sí,No,No,155,248000
5229,5229,vivienda_5230,3,1.0,Sí,Sí,No,59,204000
5230,5230,vivienda_5231,4,3.0,Sí,Sí,No,247,417000
5231,5231,vivienda_5232,4,2.0,No,No,Sí,121,343000
5232,5232,vivienda_5233,2,3.0,Sí,Sí,No,222,294000
5233,5233,vivienda_5234,2,2.0,Sí,Sí,Sí,134,229000
5234,5234,vivienda_5235,2,1.0,Sí,No,Sí,94,180000
5235,5235,vivienda_5236,1,,No,Sí,Sí,70,269000
5236,5236,vivienda_5237,3,1.0,No,No,Sí,60,208000
5237,5237,vivienda_5238,3,3.0,Sí,Sí,No,206,354000
5238,5238,vivienda_5239,2,2.0,Sí,No,Sí,142,258000
5239,5239,vivienda_5240,4,2.0,No,No,Sí,178,313000
5240,5240,vivienda_5241,2,3.0,Sí,No,Sí,232,333000
5241,5241,vivienda_5242,4,2.0,No,Sí,No,194,304000
5242,5242,vivienda_5243,2,3.0,Sí,Sí,No,232,324000
5243,5243,vivienda_5244,4,1.0,No,No,No,143,225000
5244,5244,vivienda_5245,3,,Sí,No,No,81,278000
5245,5245,vivienda_5246,3,3.0,No,No,Sí,203,355000
5246,5246,vivienda_5247,2,1.0,Sí,Sí,Sí,80,157000
5247,5247,vivienda_5248,2,3.0,No,Sí,No,223,289000
5248,5248,vivienda_5249,2,1.0,No,Sí,Sí,80,149000
5249,5249,vivienda_5250,4,3.0,No,Sí,Sí,239,422000
5250,5250,vivienda_5251,2,3.0,No,Sí,Sí,224,329000
5251,5251,vivienda_5252,4,1.0,Sí,Sí,Sí,138,244000
5252,5252,vivienda_5253,2,2.0,Sí,Sí,Sí,137,229000
5253,5253,vivienda_5254,1,1.0,Sí,No,No,61,113000
5254,5254,vivienda_5255,4,,Sí,No,No,76,260000
5255,5255,vivienda_5256,4,,No,Sí,No,230,412000
5256,5256,vivienda_5257,2,,Sí,No,Sí,60,225000
5257,5257,vivienda_5258,2,3.0,Sí,Sí,Sí,234,334000
5258,5258,vivienda_5259,2,3.0,Sí,Sí,Sí,226,334000
5259,5259,vivienda_5260,4,,No,No,No,237,405000
5260,5260,vivienda_5261,2,3.0,Sí,No,No,237,290000
5261,5261,vivienda_5262,2,3.0,No,Sí,Sí,224,302000
5262,5262,vivienda_5263,2,3.0,Sí,Sí,Sí,234,334000
5263,5263,vivienda_5264,4,2.0,Sí,No,No,170,308000
